unnamed:_0,id,gender,car,reality,no_of_child,family_type,house_type,flag_mobil,work_phone,phone,e_mail,family_size,begin_month,age,years_employed,target,income,income_type,education_type,age_group,employment_level,income_level
963,5010544,0,1,1,0,2,1,1,0,1,1,1.0,15,50,8.0,0,315000.0,0,4,middle_aged,mid,high
964,5010545,0,1,1,0,2,1,1,0,1,1,1.0,15,50,8.0,0,315000.0,0,4,middle_aged,mid,high
965,5010546,0,1,1,0,2,1,1,0,1,1,1.0,21,50,8.0,0,315000.0,0,4,middle_aged,mid,high
966,5010547,0,1,1,0,2,1,1,0,1,1,1.0,4,50,8.0,0,315000.0,0,4,middle_aged,mid,high
967,5010548,0,1,1,0,2,1,1,0,1,1,1.0,39,50,8.0,0,315000.0,0,4,middle_aged,mid,high
968,5010549,0,1,1,0,2,1,1,0,1,1,1.0,46,50,8.0,0,315000.0,0,4,middle_aged,mid,high
969,5010551,0,1,1,0,2,1,1,0,1,1,1.0,6,50,8.0,0,315000.0,0,4,middle_aged,mid,high
970,5010553,0,1,1,0,2,1,1,0,1,1,1.0,9,50,8.0,0,315000.0,0,4,middle_aged,mid,high
971,5010556,1,1,1,0,1,1,1,0,1,0,2.0,58,43,8.0,0,135000.0,0,4,adult,mid,low
972,5010557,1,1,1,0,1,1,1,0,1,0,2.0,46,43,8.0,0,135000.0,0,4,adult,mid,low
973,5010558,1,1,1,0,1,1,1,0,1,0,2.0,38,43,8.0,0,135000.0,0,4,adult,mid,low
974,5010559,1,1,1,0,1,1,1,0,1,0,2.0,38,43,8.0,0,135000.0,0,4,adult,mid,low
975,5010560,1,1,1,0,1,1,1,0,1,0,2.0,38,43,8.0,0,135000.0,0,4,adult,mid,low
976,5010564,0,1,1,0,1,1,1,0,0,1,2.0,12,28,5.0,0,121500.0,4,1,young,junior,low
977,5010565,0,1,1,0,1,1,1,0,0,1,2.0,22,28,5.0,0,121500.0,4,1,young,junior,low
978,5010566,0,1,1,0,1,1,1,0,0,1,2.0,53,28,5.0,0,121500.0,4,1,young,junior,low
979,5010567,0,1,1,0,1,1,1,0,0,1,2.0,35,28,5.0,0,121500.0,4,1,young,junior,low
980,5010568,0,1,1,0,1,1,1,0,0,1,2.0,4,28,5.0,0,121500.0,4,1,young,junior,low
981,5010569,0,1,1,0,1,1,1,0,0,1,2.0,53,28,5.0,0,121500.0,4,1,young,junior,low
982,5010570,0,1,1,0,1,1,1,0,0,1,2.0,11,28,5.0,0,121500.0,4,1,young,junior,low
983,5010571,0,1,1,0,1,1,1,0,0,1,2.0,19,28,5.0,0,121500.0,4,1,young,junior,low
984,5010572,0,1,1,0,1,1,1,0,0,1,2.0,23,28,5.0,0,121500.0,4,1,young,junior,low
985,5010573,0,1,1,0,1,1,1,0,0,1,2.0,48,28,5.0,0,121500.0,4,1,young,junior,low
986,5010574,1,1,1,1,1,1,1,0,0,1,3.0,32,31,4.0,0,247500.0,4,4,adult,junior,medium
987,5010575,1,1,1,1,1,1,1,0,0,1,3.0,49,31,4.0,0,247500.0,4,4,adult,junior,medium
988,5010578,1,1,1,1,1,1,1,0,0,1,3.0,42,31,4.0,0,247500.0,4,4,adult,junior,medium
989,5010579,1,1,1,1,1,1,1,0,0,1,3.0,26,31,4.0,0,247500.0,4,4,adult,junior,medium
990,5010583,0,0,0,1,1,1,1,0,0,1,3.0,43,39,5.0,0,72000.0,0,1,adult,junior,low
991,5010584,1,1,0,0,1,1,1,0,0,0,2.0,14,56,1.0,0,135000.0,5,4,middle_aged,new,low
992,5010585,1,1,0,0,1,1,1,0,0,0,2.0,8,56,1.0,0,135000.0,4,4,middle_aged,new,low
993,5010586,1,1,1,1,1,1,1,0,0,0,3.0,39,46,9.0,0,180000.0,4,4,middle_aged,mid,medium
994,5010587,1,1,1,1,1,1,1,0,0,0,3.0,7,46,9.0,0,180000.0,4,4,middle_aged,mid,medium
995,5010588,1,1,1,1,1,1,1,0,0,0,3.0,8,46,9.0,0,180000.0,4,4,middle_aged,mid,medium
996,5010589,1,1,1,1,1,1,1,0,0,0,3.0,12,46,9.0,0,180000.0,4,4,middle_aged,mid,medium
997,5010590,1,1,1,1,1,1,1,0,0,0,3.0,13,46,9.0,0,180000.0,4,4,middle_aged,mid,medium
998,5010591,1,1,1,1,1,1,1,0,0,0,3.0,28,46,9.0,0,180000.0,4,4,middle_aged,mid,medium
999,5010598,0,0,1,1,1,1,1,0,0,0,3.0,8,30,3.0,0,247500.0,0,2,young,junior,medium
1000,5090697,0,0,1,1,1,1,1,0,0,0,3.0,31,30,3.0,0,247500.0,0,2,young,junior,medium
1001,5010599,0,0,1,2,1,1,1,0,0,0,4.0,6,33,12.0,0,90000.0,4,1,adult,experienced,low
1002,5010600,0,0,1,2,1,1,1,0,0,0,4.0,1,33,12.0,0,90000.0,4,1,adult,experienced,low
1003,5010601,0,0,1,2,1,1,1,0,0,0,4.0,12,33,12.0,0,90000.0,4,1,adult,experienced,low
1004,5010602,0,0,1,2,1,1,1,0,0,0,4.0,18,33,12.0,0,90000.0,4,1,adult,experienced,low
1005,5010603,0,0,1,2,1,1,1,0,0,0,4.0,24,33,12.0,0,90000.0,4,1,adult,experienced,low
1006,5010604,0,0,1,2,1,1,1,0,0,0,4.0,29,33,12.0,0,90000.0,4,1,adult,experienced,low
1007,5010605,0,0,1,2,1,1,1,0,0,0,4.0,33,33,12.0,0,90000.0,4,1,adult,experienced,low
1008,5010613,0,0,1,0,1,1,1,0,0,0,2.0,18,51,3.0,0,184500.0,4,4,middle_aged,junior,medium
1009,5010615,0,0,1,0,0,1,1,0,0,0,2.0,53,58,3.0,0,90000.0,4,4,middle_aged,junior,low
1010,5010616,0,0,1,0,0,1,1,0,0,0,2.0,36,58,3.0,0,90000.0,4,4,middle_aged,junior,low
1011,5010617,0,0,1,0,0,1,1,0,0,0,2.0,44,58,3.0,0,90000.0,4,4,middle_aged,junior,low
1012,5010632,0,1,1,0,0,1,1,0,0,0,2.0,58,34,2.0,0,180000.0,4,4,adult,new,medium
1013,5010633,0,1,1,0,0,1,1,0,0,0,2.0,54,34,2.0,0,180000.0,4,4,adult,new,medium
1014,5010635,0,1,1,0,0,1,1,0,0,0,2.0,40,34,2.0,0,180000.0,4,4,adult,new,medium
1015,5010636,0,1,1,0,0,1,1,0,0,0,2.0,35,34,2.0,0,180000.0,4,4,adult,new,medium
1016,5010637,0,1,1,0,0,1,1,0,0,0,2.0,36,34,2.0,0,180000.0,4,4,adult,new,medium
1017,5010638,0,1,1,0,0,1,1,0,0,0,2.0,15,34,2.0,0,180000.0,4,4,adult,new,medium
1018,5010639,0,1,1,0,0,1,1,0,0,0,2.0,13,34,2.0,0,180000.0,4,4,adult,new,medium
1019,5010640,0,1,1,0,0,1,1,0,0,0,2.0,13,34,2.0,0,180000.0,4,4,adult,new,medium
1020,5010641,0,1,1,0,0,1,1,0,0,0,2.0,58,34,2.0,0,180000.0,4,4,adult,new,medium
1021,5010647,1,0,0,1,1,1,1,1,1,0,3.0,16,24,1.0,0,112500.0,4,4,young,new,low
1022,5010648,1,0,0,1,1,1,1,1,1,0,3.0,29,24,1.0,0,112500.0,4,4,young,new,low
1023,5010649,1,0,0,1,1,1,1,1,1,0,3.0,10,24,1.0,0,112500.0,4,4,young,new,low
1024,5010650,1,0,0,1,1,1,1,1,1,0,3.0,4,24,1.0,0,112500.0,4,4,young,new,low
1025,5010651,1,0,0,1,1,1,1,1,1,0,3.0,28,24,1.0,0,112500.0,4,4,young,new,low
1026,5010652,1,1,0,0,3,1,1,0,0,0,1.0,40,30,3.0,0,180000.0,4,1,young,junior,medium
1027,5010653,1,1,1,2,1,1,1,0,0,0,4.0,14,37,11.0,0,270000.0,4,4,adult,experienced,high
1028,5010654,1,1,1,2,1,1,1,0,0,0,4.0,16,37,11.0,0,270000.0,4,4,adult,experienced,high
1029,5010655,1,1,1,2,1,1,1,0,0,0,4.0,41,37,11.0,0,270000.0,4,4,adult,experienced,high
1030,5010656,1,1,1,2,1,1,1,0,0,0,4.0,43,37,11.0,0,270000.0,4,4,adult,experienced,high
1031,5010657,1,1,1,2,1,1,1,0,0,0,4.0,4,37,11.0,0,270000.0,4,4,adult,experienced,high
1032,5010658,1,1,1,2,1,1,1,0,0,0,4.0,6,37,11.0,0,270000.0,4,4,adult,experienced,high
1033,5010659,1,1,1,2,1,1,1,0,0,0,4.0,57,37,11.0,0,270000.0,4,4,adult,experienced,high
1034,5010660,1,1,1,2,1,1,1,0,0,0,4.0,33,37,11.0,0,270000.0,4,4,adult,experienced,high
1035,5010661,1,1,1,2,1,1,1,0,0,0,4.0,21,37,11.0,0,270000.0,4,4,adult,experienced,high
1036,5010662,1,1,1,2,1,1,1,0,0,0,4.0,12,37,11.0,0,270000.0,4,4,adult,experienced,high
1037,5010663,1,1,1,2,1,1,1,0,0,0,4.0,20,37,11.0,0,270000.0,4,4,adult,experienced,high
1038,5010664,1,1,1,2,1,1,1,0,0,0,4.0,41,37,11.0,0,270000.0,4,4,adult,experienced,high
1039,5010665,1,1,1,0,1,1,1,0,0,0,2.0,14,47,8.0,0,180000.0,4,4,middle_aged,mid,medium
1040,5010666,1,1,1,0,1,1,1,0,0,0,2.0,19,47,8.0,0,180000.0,4,4,middle_aged,mid,medium
1041,5010667,1,1,1,0,1,1,1,0,0,0,2.0,20,47,8.0,0,180000.0,4,4,middle_aged,mid,medium
1042,5010668,1,1,1,0,1,1,1,0,0,0,2.0,24,47,8.0,0,180000.0,4,4,middle_aged,mid,medium
1043,5010669,1,1,1,0,1,1,1,0,0,0,2.0,9,47,8.0,0,180000.0,4,4,middle_aged,mid,medium
1044,5010670,1,1,1,0,1,1,1,0,0,0,2.0,7,47,8.0,0,180000.0,4,4,middle_aged,mid,medium
1045,5010671,1,1,1,0,1,1,1,0,0,0,2.0,14,47,8.0,0,180000.0,4,4,middle_aged,mid,medium
1046,5010675,0,0,1,2,0,1,1,0,0,0,4.0,15,35,2.0,0,225000.0,4,4,adult,new,medium
1047,5010676,1,1,1,0,1,1,1,0,0,1,2.0,3,57,2.0,0,189000.0,4,4,middle_aged,new,medium
1048,5010677,1,1,1,0,1,1,1,0,0,1,2.0,27,57,2.0,0,189000.0,4,4,middle_aged,new,medium
1049,5010678,1,1,1,0,1,1,1,0,0,0,2.0,33,28,6.0,0,292500.0,4,1,young,mid,high
1050,5010679,1,1,1,0,1,1,1,0,0,0,2.0,54,28,6.0,0,292500.0,4,1,young,mid,high
1051,5010680,1,1,1,0,1,1,1,0,0,0,2.0,41,28,6.0,0,292500.0,4,1,young,mid,high
1052,5010681,1,1,1,0,1,1,1,0,0,0,2.0,14,28,6.0,0,292500.0,4,1,young,mid,high
1053,5010682,1,1,1,0,1,1,1,0,0,0,2.0,12,28,6.0,0,292500.0,4,1,young,mid,high
1054,5010683,1,1,1,0,1,1,1,0,0,0,2.0,14,28,6.0,0,292500.0,4,1,young,mid,high
1055,5010684,1,1,1,0,1,1,1,0,0,0,2.0,19,28,6.0,0,292500.0,4,1,young,mid,high
1056,5010685,1,1,1,0,1,1,1,0,0,0,2.0,36,28,6.0,0,292500.0,4,1,young,mid,high
1057,5010686,1,1,1,0,1,1,1,0,0,0,2.0,43,28,6.0,0,292500.0,4,1,young,mid,high
1058,5010689,1,1,1,0,3,1,1,1,1,1,1.0,18,57,1.0,0,99000.0,4,4,middle_aged,new,low
1059,5010690,1,1,1,0,3,1,1,1,1,1,1.0,32,57,1.0,0,99000.0,4,4,middle_aged,new,low
1060,5010696,0,1,1,2,1,1,1,0,0,0,4.0,40,38,8.0,0,292500.0,0,1,adult,mid,high
1061,5010697,0,1,1,2,1,1,1,0,0,0,4.0,40,38,8.0,0,292500.0,0,1,adult,mid,high
1062,5010699,0,1,1,2,1,1,1,0,0,0,4.0,4,38,8.0,0,292500.0,0,1,adult,mid,high
1063,5010700,0,1,1,2,1,1,1,0,0,0,4.0,5,38,8.0,0,292500.0,0,1,adult,mid,high
1064,5010701,0,1,1,2,1,1,1,0,0,0,4.0,10,38,8.0,0,292500.0,0,1,adult,mid,high
1065,5010702,0,1,1,2,1,1,1,0,0,0,4.0,20,38,8.0,0,292500.0,0,1,adult,mid,high
1066,5010703,0,1,1,2,1,1,1,0,0,0,4.0,28,38,8.0,0,292500.0,0,1,adult,mid,high
1067,5010706,1,1,0,0,1,1,1,0,1,0,2.0,26,43,14.0,0,202500.0,4,4,adult,experienced,medium
1068,5010707,1,1,0,0,1,1,1,0,1,0,2.0,29,43,14.0,0,202500.0,4,4,adult,experienced,medium
1069,5010708,1,1,0,0,1,1,1,0,1,0,2.0,40,43,14.0,0,202500.0,4,4,adult,experienced,medium
1070,5010709,1,0,1,2,1,1,1,1,1,0,4.0,6,38,16.0,0,180000.0,4,4,adult,experienced,medium
1071,5010710,1,0,1,2,1,1,1,1,1,0,4.0,25,38,16.0,0,180000.0,4,4,adult,experienced,medium
1072,5010711,1,0,1,2,1,1,1,1,1,0,4.0,50,38,16.0,0,180000.0,4,4,adult,experienced,medium
1073,5010713,1,0,1,2,1,1,1,1,1,0,4.0,3,38,16.0,0,180000.0,4,4,adult,experienced,medium
1074,5010715,0,0,1,0,1,1,1,0,0,1,2.0,33,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1075,5010716,0,0,1,0,1,1,1,0,0,1,2.0,28,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1076,5010717,0,0,1,0,1,1,1,0,0,1,2.0,8,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1077,5010722,0,0,1,0,1,1,1,0,0,1,2.0,44,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1078,5010724,0,0,1,0,1,1,1,0,0,1,2.0,38,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1079,5010725,0,0,1,0,1,1,1,0,0,1,2.0,41,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1080,5010726,0,0,1,0,1,1,1,0,0,1,2.0,19,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1081,5010727,0,0,1,0,1,1,1,0,0,1,2.0,2,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1082,5010728,0,0,1,0,1,1,1,0,0,1,2.0,3,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1083,5010729,0,0,1,0,1,1,1,0,0,1,2.0,12,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1084,5010730,0,0,1,0,1,1,1,0,0,1,2.0,18,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1085,5010731,0,0,1,0,1,1,1,0,0,1,2.0,28,59,3.0,0,135000.0,4,4,middle_aged,junior,low
1086,5010734,0,0,1,0,0,1,1,1,0,0,2.0,46,32,14.0,0,157500.0,4,4,adult,experienced,medium
1087,5010735,0,0,1,0,0,1,1,1,0,0,2.0,4,32,14.0,0,157500.0,4,4,adult,experienced,medium
1088,5010737,0,0,1,0,0,1,1,1,0,0,2.0,44,32,14.0,0,157500.0,4,4,adult,experienced,medium
1089,5010739,0,0,1,0,0,1,1,1,0,0,2.0,5,32,14.0,0,157500.0,4,4,adult,experienced,medium
1090,5010740,0,0,1,0,0,1,1,1,0,0,2.0,29,32,14.0,0,157500.0,4,4,adult,experienced,medium
1091,5010741,0,0,1,0,0,1,1,1,0,0,2.0,33,32,14.0,0,157500.0,4,4,adult,experienced,medium
1092,5010742,0,0,1,0,0,1,1,1,0,0,2.0,46,32,14.0,0,157500.0,4,4,adult,experienced,medium
1093,5010743,1,1,1,0,1,1,1,1,1,0,2.0,40,60,28.0,0,157500.0,4,4,middle_aged,experienced,medium
1094,5010745,1,1,1,0,1,1,1,1,1,0,2.0,14,60,28.0,0,157500.0,4,4,middle_aged,experienced,medium
1095,5010746,1,1,1,0,1,1,1,1,1,0,2.0,50,60,28.0,0,157500.0,4,4,middle_aged,experienced,medium
1096,5010747,1,1,1,0,1,1,1,1,1,0,2.0,21,60,28.0,0,157500.0,4,4,middle_aged,experienced,medium
1097,5010760,0,1,1,1,3,1,1,0,0,0,2.0,27,38,1.0,0,112500.0,4,1,adult,new,low
1098,5010761,0,1,1,1,3,1,1,0,0,0,2.0,32,38,1.0,0,112500.0,4,1,adult,new,low
1099,5010762,0,1,1,1,3,1,1,0,0,0,2.0,11,38,1.0,0,112500.0,4,1,adult,new,low
1100,5010763,0,1,1,1,3,1,1,0,0,0,2.0,51,38,1.0,0,112500.0,4,1,adult,new,low
1101,5010764,1,0,1,0,3,1,1,1,1,0,1.0,47,30,12.0,0,135000.0,4,4,young,experienced,low
1102,5010765,1,0,1,0,3,1,1,1,1,0,1.0,10,30,12.0,0,135000.0,4,4,young,experienced,low
1103,5010766,1,0,1,0,3,1,1,1,1,0,1.0,0,30,12.0,0,135000.0,4,4,young,experienced,low
1104,5010767,1,0,1,0,3,1,1,1,1,0,1.0,7,30,12.0,0,135000.0,4,4,young,experienced,low
1105,5010768,1,0,1,0,3,1,1,1,1,0,1.0,8,30,12.0,0,135000.0,4,4,young,experienced,low
1106,5010769,1,0,1,0,3,1,1,1,1,0,1.0,23,30,12.0,0,135000.0,4,4,young,experienced,low
1107,5010770,1,0,1,0,3,1,1,1,1,0,1.0,32,30,12.0,0,135000.0,4,4,young,experienced,low
1108,5010771,1,0,1,0,3,1,1,1,1,0,1.0,47,30,12.0,0,135000.0,4,4,young,experienced,low
1109,5010773,0,0,1,0,1,5,1,0,0,0,2.0,19,39,13.0,0,135000.0,4,1,adult,experienced,low
1110,5010774,0,0,1,0,1,5,1,0,0,0,2.0,19,39,13.0,0,135000.0,4,1,adult,experienced,low
1111,5010775,0,0,1,0,1,5,1,0,0,0,2.0,21,39,13.0,0,135000.0,4,1,adult,experienced,low
1112,5010779,0,1,1,1,1,1,1,0,0,1,3.0,13,40,6.0,0,157500.0,0,1,adult,mid,medium
1113,5010781,0,1,1,1,1,1,1,0,0,1,3.0,30,40,6.0,0,157500.0,0,1,adult,mid,medium
1114,5010782,0,1,1,1,1,1,1,0,0,1,3.0,30,40,6.0,0,157500.0,0,1,adult,mid,medium
1115,5010785,1,0,0,0,1,1,1,0,0,1,2.0,28,47,13.0,0,337500.0,4,1,middle_aged,experienced,high
1116,5010786,1,0,0,0,1,1,1,0,0,1,2.0,22,47,13.0,0,337500.0,4,1,middle_aged,experienced,high
1117,5010787,1,0,0,0,1,1,1,0,0,1,2.0,22,47,13.0,0,337500.0,4,1,middle_aged,experienced,high
1118,5010789,0,0,1,1,1,2,1,0,0,0,3.0,30,30,8.0,0,99000.0,4,4,young,mid,low
1119,5010790,0,0,1,1,1,2,1,0,0,0,3.0,14,30,8.0,0,99000.0,4,4,young,mid,low
1120,5010791,0,0,1,1,1,2,1,0,0,0,3.0,25,30,8.0,0,99000.0,4,4,young,mid,low
1121,5010792,0,0,1,1,1,2,1,0,0,0,3.0,25,30,8.0,0,99000.0,4,4,young,mid,low
1122,5010793,0,0,1,1,1,2,1,0,0,0,3.0,9,30,8.0,0,99000.0,4,4,young,mid,low
1123,5010794,0,0,1,1,1,2,1,0,0,0,3.0,12,30,8.0,0,99000.0,4,4,young,mid,low
1124,5010795,0,0,0,0,1,1,1,1,1,0,2.0,2,38,15.0,0,45000.0,2,4,adult,experienced,low
1125,5010796,0,0,0,0,1,1,1,1,1,0,2.0,2,38,15.0,0,45000.0,2,4,adult,experienced,low
1126,5010797,0,0,1,0,1,2,1,0,0,1,2.0,31,42,2.0,0,270000.0,4,4,adult,new,high
1127,5010798,0,0,1,0,1,2,1,0,0,1,2.0,50,42,2.0,0,270000.0,4,4,adult,new,high
1128,5010799,0,0,1,0,1,2,1,0,0,1,2.0,48,42,2.0,0,270000.0,4,4,adult,new,high
1129,5010800,0,0,1,0,1,2,1,0,0,1,2.0,14,42,2.0,0,270000.0,4,4,adult,new,high
1130,5010801,0,0,1,0,1,2,1,0,0,1,2.0,50,42,2.0,0,270000.0,4,4,adult,new,high
1131,5010802,0,0,1,0,1,2,1,0,0,1,2.0,48,42,2.0,0,270000.0,4,4,adult,new,high
1132,5010803,0,0,1,0,1,2,1,0,0,1,2.0,50,42,2.0,0,270000.0,4,4,adult,new,high
1133,5010804,0,0,1,1,1,1,1,0,0,0,3.0,19,38,2.0,0,135000.0,4,1,adult,new,low
1134,5010805,0,0,1,1,1,1,1,0,0,0,3.0,11,38,2.0,0,135000.0,4,1,adult,new,low
1135,5010806,0,0,1,1,1,1,1,0,0,0,3.0,11,38,2.0,0,135000.0,4,1,adult,new,low
1136,5010807,0,0,1,1,1,1,1,0,0,0,3.0,11,38,2.0,0,135000.0,4,1,adult,new,low
1137,5010808,0,0,1,1,1,1,1,0,0,0,3.0,9,38,2.0,0,135000.0,4,1,adult,new,low
1138,5010809,0,0,1,1,1,1,1,0,0,0,3.0,2,38,2.0,0,135000.0,4,1,adult,new,low
1139,5010810,0,0,1,1,1,1,1,0,0,0,3.0,6,38,2.0,0,135000.0,4,1,adult,new,low
1140,5010811,0,0,1,1,1,1,1,0,0,0,3.0,9,38,2.0,0,135000.0,4,1,adult,new,low
1141,5010812,0,0,1,1,1,1,1,0,0,0,3.0,19,38,2.0,0,135000.0,4,1,adult,new,low
1142,5010813,0,0,1,2,1,1,1,1,0,1,4.0,45,41,9.0,0,67500.0,0,4,adult,mid,low
1143,5010814,0,0,1,2,1,1,1,1,0,1,4.0,39,41,9.0,0,67500.0,0,4,adult,mid,low
1144,5010815,0,0,1,2,1,1,1,1,0,1,4.0,39,41,9.0,0,67500.0,0,4,adult,mid,low
1145,5010817,0,0,1,2,1,1,1,1,0,1,4.0,34,41,9.0,0,67500.0,0,4,adult,mid,low
1146,5010818,0,0,1,2,1,1,1,1,0,1,4.0,58,41,9.0,0,67500.0,0,4,adult,mid,low
1147,5010819,0,1,1,0,1,1,1,0,0,0,2.0,31,36,5.0,0,270000.0,4,4,adult,junior,high
1148,5010820,0,1,1,0,1,1,1,0,0,0,2.0,47,36,5.0,0,270000.0,4,4,adult,junior,high
1149,5010821,0,1,1,0,1,1,1,0,0,0,2.0,30,36,5.0,0,270000.0,4,4,adult,junior,high
1150,5010822,0,1,1,0,1,1,1,0,0,0,2.0,26,36,5.0,0,270000.0,4,4,adult,junior,high
1151,5010823,0,1,1,0,1,1,1,0,0,0,2.0,45,36,5.0,0,270000.0,4,4,adult,junior,high
1152,5010824,0,1,1,0,1,1,1,0,0,0,2.0,3,36,5.0,0,270000.0,4,4,adult,junior,high
1153,5010825,0,1,1,0,1,1,1,0,0,0,2.0,33,36,5.0,0,270000.0,4,4,adult,junior,high
1154,5010826,0,1,1,0,1,1,1,0,0,0,2.0,29,36,5.0,0,270000.0,4,4,adult,junior,high
1155,5010827,0,1,1,0,1,1,1,0,0,0,2.0,22,36,5.0,0,270000.0,4,4,adult,junior,high
1156,5010828,0,1,1,0,1,1,1,0,0,0,2.0,28,36,5.0,0,270000.0,4,4,adult,junior,high
1157,5010829,0,1,1,0,1,1,1,0,0,0,2.0,5,36,5.0,0,270000.0,4,4,adult,junior,high
1158,5010830,0,1,1,0,1,1,1,0,0,0,2.0,9,36,5.0,0,270000.0,4,4,adult,junior,high
1159,5010831,0,1,1,0,1,1,1,0,0,0,2.0,30,36,5.0,0,270000.0,4,4,adult,junior,high
1160,5010832,0,1,1,0,1,1,1,0,0,0,2.0,32,36,5.0,0,270000.0,4,4,adult,junior,high
1161,5010835,1,1,1,2,1,1,1,1,0,0,4.0,29,47,15.0,0,139500.0,4,4,middle_aged,experienced,medium
1162,5010836,0,0,1,0,1,1,1,0,0,0,2.0,7,51,7.0,0,90000.0,0,4,middle_aged,mid,low
1163,5010837,0,0,1,0,1,1,1,0,0,0,2.0,40,51,7.0,0,90000.0,0,4,middle_aged,mid,low
1164,5010840,0,0,1,1,1,1,1,0,0,0,3.0,13,30,3.0,0,180000.0,4,4,young,junior,medium
1165,5010843,0,1,1,0,1,1,1,0,0,1,2.0,26,32,2.0,0,157500.0,4,1,adult,new,medium
1166,5010844,0,1,1,0,1,1,1,0,0,1,2.0,30,32,2.0,0,157500.0,4,1,adult,new,medium
1167,5010847,0,1,1,0,1,1,1,0,0,1,2.0,5,32,2.0,0,157500.0,4,1,adult,new,medium
1168,5010856,0,0,1,0,1,1,1,0,0,0,2.0,36,45,3.0,0,157500.0,0,4,adult,junior,medium
1169,5010857,0,0,1,0,1,1,1,0,0,0,2.0,24,45,3.0,0,157500.0,0,4,adult,junior,medium
1170,5010858,0,0,1,0,1,1,1,0,0,0,2.0,46,45,3.0,0,157500.0,0,4,adult,junior,medium
1171,5010859,0,0,1,0,1,1,1,0,0,0,2.0,0,45,3.0,0,157500.0,0,4,adult,junior,medium
1172,5010860,0,0,1,0,1,1,1,0,0,0,2.0,28,45,3.0,0,157500.0,0,4,adult,junior,medium
1173,5090783,0,0,1,0,1,1,1,0,0,0,2.0,53,45,3.0,0,157500.0,0,4,adult,junior,medium
1174,5010861,0,1,1,1,1,1,1,0,0,0,3.0,36,38,3.0,0,112500.0,4,4,adult,junior,low
1184,5010883,0,0,1,1,1,1,1,0,0,0,3.0,8,27,2.0,0,270000.0,4,4,young,new,high
1185,5010897,1,1,1,0,1,1,1,0,1,1,2.0,44,62,2.0,0,112500.0,4,4,senior,new,low
1186,5010898,1,1,1,0,1,1,1,0,1,1,2.0,25,62,2.0,0,112500.0,4,4,senior,new,low
1187,5010899,1,1,1,0,1,1,1,0,1,1,2.0,18,62,2.0,0,112500.0,4,4,senior,new,low
1188,5010900,1,1,1,0,1,1,1,0,1,1,2.0,44,62,2.0,0,112500.0,4,4,senior,new,low
1189,5010902,0,0,1,1,1,1,1,0,0,0,3.0,6,29,4.0,0,360000.0,4,4,young,junior,high
1190,5010903,0,0,1,1,1,1,1,0,0,0,3.0,35,29,4.0,0,360000.0,4,4,young,junior,high
1191,5010904,0,0,1,1,1,1,1,0,0,0,3.0,6,29,4.0,0,360000.0,4,4,young,junior,high
1192,5010906,0,0,1,1,1,1,1,0,0,0,3.0,1,29,4.0,0,360000.0,4,4,young,junior,high
1193,5010916,1,1,1,0,1,1,1,0,1,0,2.0,12,37,7.0,0,243000.0,0,4,adult,mid,medium
1194,5010917,1,1,1,0,1,1,1,0,1,0,2.0,6,37,7.0,0,243000.0,0,4,adult,mid,medium
1195,5010918,1,1,1,0,1,1,1,0,1,0,2.0,6,37,7.0,0,243000.0,0,4,adult,mid,medium
1196,5010919,1,1,1,0,1,1,1,0,1,0,2.0,6,37,7.0,0,243000.0,0,4,adult,mid,medium
1197,5010921,0,0,0,0,4,4,1,0,0,1,1.0,56,61,2.0,0,94500.0,4,4,senior,new,low
1198,5010923,0,0,0,0,4,4,1,0,0,1,1.0,56,61,2.0,1,94500.0,4,4,senior,new,low
1199,5010924,0,1,1,2,0,1,1,0,0,1,4.0,23,35,1.0,0,270000.0,4,4,adult,new,high
1200,5010925,0,1,1,2,0,1,1,0,0,1,4.0,24,35,1.0,0,270000.0,4,4,adult,new,high
1201,5010926,0,1,1,2,0,1,1,0,0,1,4.0,30,35,1.0,0,270000.0,4,4,adult,new,high
1202,5010927,0,1,1,2,0,1,1,0,0,1,4.0,23,35,1.0,0,270000.0,4,4,adult,new,high
1203,5010928,0,1,1,2,0,1,1,0,0,1,4.0,31,35,1.0,0,270000.0,4,4,adult,new,high
1204,5010929,0,1,1,2,0,1,1,0,0,1,4.0,9,35,1.0,0,270000.0,4,4,adult,new,high
1205,5010930,0,1,1,2,0,1,1,0,0,1,4.0,3,35,1.0,0,270000.0,4,4,adult,new,high
1206,5010931,0,1,1,2,0,1,1,0,0,1,4.0,11,35,1.0,0,270000.0,4,4,adult,new,high
1207,5010932,0,1,1,2,0,1,1,0,0,1,4.0,15,35,1.0,0,270000.0,4,4,adult,new,high
1208,5010944,0,1,1,1,1,1,1,0,0,0,3.0,8,38,7.0,0,270000.0,0,4,adult,mid,high
